Name,Position,Birthdate,Height,Foot,GamesPlayed,Debut,Value,Year,Category
Lucio Soldini,Torwart,05.04.2001 (15),"1,79m",rechts,-,,-,2015,28436
Elis Isufi,Innenverteidiger,21.05.2000 (16),"1,87m",rechts,4,04.11.2014,-,2015,28436
Ivann Strohbach,Innenverteidiger,25.01.2000 (16),"1,92m",rechts,4,06.11.2014,-,2015,28436
Jan Kronig,Innenverteidiger,24.06.2000 (16),"1,86m",links,4,04.11.2014,-,2015,28436
Yves Jankowski,Linker Verteidiger,04.06.2000 (16),-,rechts,2,28.04.2015,-,2015,28436
Ashvin Balaruban,Linker Verteidiger,08.08.2001 (14),"1,76m",links,1,28.04.2016,-,2015,28436
Gianluca Romano,Linker Verteidiger,12.06.2001 (15),"1,79m",rechts,6,22.09.2015,-,2015,28436
Jan Wörnhard,Linker Verteidiger,23.04.2001 (15),"1,75m",links,2,22.09.2015,-,2015,28436
Jérôme Läubli,Linker Verteidiger,28.03.2001 (15),"1,70m",links,4,22.09.2015,-,2015,28436
Adam Ouattara ,Rechter Verteidiger,06.06.2000 (16),"1,77m",rechts,2,28.04.2015,-,2015,28436
Lewin Blum,Rechter Verteidiger,27.07.2001 (14),"1,81m",rechts,4,,-,2015,28436
Bertrand Tusiama,Rechter Verteidiger,14.09.2000 (15),-, ,3,09.09.2014,-,2015,28436
Alessandro Stabile,Rechter Verteidiger,18.07.2000 (15),"1,63m",rechts,4,09.09.2014,-,2015,28436
Loïc Vlapamo,Rechter Verteidiger,02.03.2001 (15),"1,72m", ,4,22.09.2015,-,2015,28436
Perrault Tokam,Defensives Mittelfeld,23.05.2000 (16),"1,81m",rechts,1,30.04.2015,-,2015,28436
Adrian Durrer,Defensives Mittelfeld,13.07.2001 (14),"1,88m",rechts,3,22.09.2015,-,2015,28436
Stéphane Cueni,Zentrales Mittelfeld,14.03.2001 (15),"1,80m",rechts,-,,-,2015,28436
Nicky Beloko ,Zentrales Mittelfeld,16.02.2000 (16),"1,84m",rechts,1,28.04.2015,-,2015,28436
Yannick Marchand,Zentrales Mittelfeld,09.02.2000 (16),"1,83m",rechts,7,09.09.2014,-,2015,28436
Ricardo Alves,Zentrales Mittelfeld,02.12.2001 (14),"1,77m",links,1,26.05.2016,-,2015,28436
Tim Staubli,Zentrales Mittelfeld,16.04.2000 (16),"1,79m",rechts,5,09.09.2014,-,2015,28436
Fabiano Pereira,Zentrales Mittelfeld,05.10.2000 (15),-, ,1,04.11.2014,-,2015,28436
Alexandre Jankewitz ,Zentrales Mittelfeld,25.12.2001 (14),"1,85m",rechts,5,22.09.2015,-,2015,28436
Orges Bunjaku,Zentrales Mittelfeld,05.07.2001 (14),"1,80m",links,3,27.04.2016,-,2015,28436
Julian Von Moos,Rechtes Mittelfeld,01.04.2001 (15),"1,81m",links,3,22.09.2015,-,2015,28436
Kushtrim Rexhepi,Rechtes Mittelfeld,13.03.2001 (15),"1,70m",rechts,2,22.09.2015,-,2015,28436
Granit Haliti,Linkes Mittelfeld,26.02.2000 (16),-, ,5,09.09.2014,-,2015,28436
Nicola Suter,Offensives Mittelfeld,02.02.2000 (16),"1,84m",rechts,3,04.11.2014,-,2015,28436
Mergim Bajrami,Offensives Mittelfeld,02.05.2000 (16),"1,71m",rechts,2,28.04.2015,-,2015,28436
Randy Schneider,Offensives Mittelfeld,27.08.2001 (14),"1,70m",rechts,4,22.09.2015,-,2015,28436
Alexis Antunes ,Offensives Mittelfeld,31.07.2000 (15),"1,81m",rechts,4,09.09.2014,-,2015,28436
Luka Stevic,Offensives Mittelfeld,22.07.2000 (15),"1,80m",rechts,1,04.11.2014,-,2015,28436
Christopher Lungoyi,Linksaußen,04.07.2000 (15),"1,82m",links,1,06.11.2014,-,2015,28436
Felipe Borges,Linksaußen,01.01.2001 (15),"1,83m",rechts,4,22.09.2015,-,2015,28436
Felix Mambimbi,Linksaußen,18.01.2001 (15),"1,71m",rechts,5,22.09.2015,-,2015,28436
Noah Okafor,Linksaußen,24.05.2000 (16),"1,85m",rechts,3,04.11.2014,-,2015,28436
Guillaume Furrer,Linksaußen,28.01.2001 (15),"1,84m",rechts,-,,-,2015,28436
Nishan Burkart,Linksaußen,31.01.2000 (16),"1,74m",rechts,6,09.09.2014,-,2015,28436
Nils Pédat,Rechtsaußen,12.07.2001 (14),"1,85m",rechts,2,22.09.2015,-,2015,28436
Yannick Toure,Mittelstürmer,29.09.2000 (15),"1,84m",rechts,2,30.04.2015,-,2015,28436
Lorenzo Gonzalez,Mittelstürmer,10.04.2000 (16),"1,70m",rechts,1,06.11.2014,-,2015,28436
Adhurim Gashi,Sturm,20.06.2000 (16),-,links,2,30.04.2015,-,2015,28436
Luca Bühlmann,Torwart,25.11.2000 (14),-, ,2,06.11.2014,-,2014,28436
Nico Strübi,Torwart,02.06.2000 (15),"1,87m",rechts,1,04.11.2014,-,2014,28436
Joschua Neuenschwander,Torwart,28.06.2000 (15),"1,83m", ,4,09.09.2014,-,2014,28436
Lars Hunn,Torwart,25.05.1999 (16),"1,82m",rechts,1,24.04.2014,-,2014,28436
Lars Schädeli,Torwart,16.06.1999 (16),"1,78m", ,2,10.09.2013,-,2014,28436
Damien Buchard,Torwart,28.01.2000 (15),"1,86m", ,1,04.11.2014,-,2014,28436
Nico Krucker,Torwart,08.04.1999 (16),"1,85m", ,2,23.04.2014,-,2014,28436
Janic Cucinelli,Innenverteidiger,22.01.1999 (16),-, ,-,,-,2014,28436
Kreshnik Hajrizi,Innenverteidiger,28.05.1999 (16),"1,85m",rechts,5,10.09.2013,-,2014,28436
Jan Kronig,Innenverteidiger,24.06.2000 (15),"1,86m",links,4,04.11.2014,-,2014,28436
Nicolas Künzli,Innenverteidiger,06.03.2000 (15),-, ,1,09.09.2014,-,2014,28436
Elis Isufi,Innenverteidiger,21.05.2000 (15),"1,87m",rechts,4,04.11.2014,-,2014,28436
Ivann Strohbach,Innenverteidiger,25.01.2000 (15),"1,92m",rechts,4,06.11.2014,-,2014,28436
Mattia Sestito,Linker Verteidiger,16.03.2000 (15),-, ,1,06.11.2014,-,2014,28436
Cédric Mbenza,Linker Verteidiger,25.05.2000 (15),"1,78m",links,1,06.11.2014,-,2014,28436
Devin Manco,Rechter Verteidiger,03.04.1999 (16),-, ,5,10.09.2013,-,2014,28436
Alessandro Stabile,Rechter Verteidiger,18.07.2000 (14),"1,63m",rechts,4,09.09.2014,-,2014,28436
Bertrand Tusiama,Rechter Verteidiger,14.09.2000 (14),-, ,3,09.09.2014,-,2014,28436
Sandro Theler,Rechter Verteidiger,15.12.2000 (14),"1,75m",rechts,1,11.09.2014,-,2014,28436
Nico Clausen,Defensives Mittelfeld,10.03.1999 (16),-, ,2,10.06.2014,-,2014,28436
Francesco Amendola,Defensives Mittelfeld,04.09.1999 (15),"1,76m", ,-,,-,2014,28436
Dennis Vanin,Defensives Mittelfeld,20.07.1999 (15),"1,82m", ,-,,-,2014,28436
Lorenzo Di Michelangeli ,Zentrales Mittelfeld,12.02.2000 (15),-, ,1,04.11.2014,-,2014,28436
Fabiano Pereira,Zentrales Mittelfeld,05.10.2000 (14),-, ,1,04.11.2014,-,2014,28436
Yannick Marchand,Zentrales Mittelfeld,09.02.2000 (15),"1,83m",rechts,7,09.09.2014,-,2014,28436
Kastrijot Ndau,Zentrales Mittelfeld,19.02.1999 (16),"1,70m",links,5,10.09.2013,-,2014,28436
Tim Staubli,Zentrales Mittelfeld,16.04.2000 (15),"1,79m",rechts,5,09.09.2014,-,2014,28436
Bastien Toma,Zentrales Mittelfeld,24.06.1999 (16),"1,74m",rechts,1,23.04.2014,-,2014,28436
Lorik Emini,Zentrales Mittelfeld,29.08.1999 (15),"1,76m",rechts,-,24.04.2014,-,2014,28436
Karim Bertelli,Zentrales Mittelfeld,27.03.1999 (16),"1,85m",rechts,3,10.09.2013,-,2014,28436
Noah Blasucci,Zentrales Mittelfeld,19.06.1999 (16),"1,75m",rechts,3,10.09.2013,-,2014,28436
Baris Cagras,Linkes Mittelfeld,03.01.1999 (16),"1,74m",links,-,,-,2014,28436
Kilian Gravante,Linkes Mittelfeld,20.03.2000 (15),-, ,1,11.09.2014,-,2014,28436
Granit Haliti,Linkes Mittelfeld,26.02.2000 (15),-, ,5,09.09.2014,-,2014,28436
Fabian Simic,Offensives Mittelfeld,11.02.1999 (16),-, ,-,,-,2014,28436
Yanick Lanker,Offensives Mittelfeld,22.02.2000 (15),-, ,1,11.09.2014,-,2014,28436
Nicola Suter,Offensives Mittelfeld,02.02.2000 (15),"1,84m",rechts,3,04.11.2014,-,2014,28436
Petar Pusic,Offensives Mittelfeld,25.01.1999 (16),"1,71m",links,5,10.09.2013,-,2014,28436
Alexis Antunes ,Offensives Mittelfeld,31.07.2000 (14),"1,81m",rechts,4,09.09.2014,-,2014,28436
Amel Rustemoski,Offensives Mittelfeld,06.07.2000 (14),"1,85m",rechts,1,04.11.2014,-,2014,28436
Nedim Bajrami,Offensives Mittelfeld,28.02.1999 (16),"1,79m",rechts,5,10.09.2013,-,2014,28436
Luka Stevic,Offensives Mittelfeld,22.07.2000 (14),"1,80m",rechts,1,04.11.2014,-,2014,28436
Rijad Saliji,Offensives Mittelfeld,05.04.1999 (16),"1,79m",rechts,2,10.06.2014,-,2014,28436
Ajet Sejdija,Offensives Mittelfeld,28.04.1999 (16),"1,71m", ,4,10.09.2013,-,2014,28436
Siyar Doldur,Offensives Mittelfeld,29.01.2000 (15),"1,75m",rechts,1,04.11.2014,-,2014,28436
Christopher Lungoyi,Linksaußen,04.07.2000 (14),"1,82m",links,1,06.11.2014,-,2014,28436
Gioele Stumpo,Linksaußen,24.03.2000 (15),"1,7m",rechts,2,06.11.2014,-,2014,28436
Noah Okafor,Linksaußen,24.05.2000 (15),"1,85m",rechts,3,04.11.2014,-,2014,28436
Nishan Burkart,Linksaußen,31.01.2000 (15),"1,74m",rechts,6,09.09.2014,-,2014,28436
Liridon Mulaj,Linksaußen,04.01.1999 (16),"1,75m",rechts,4,23.04.2014,-,2014,28436
Ilir Zenuni,Linksaußen,05.05.1999 (16),"1,74m", ,4,10.09.2013,-,2014,28436
Nicolas Eberle,Rechtsaußen,04.11.1999 (15),"1,74m",rechts,4,10.09.2013,-,2014,28436
Nico Maier,Rechtsaußen,02.07.2000 (14),"1,73m",rechts,1,06.11.2014,-,2014,28436
Çendrim Kameraj,Rechtsaußen,13.03.1999 (16),"1,80m", ,3,10.09.2013,-,2014,28436
Mersim Asllani,Rechtsaußen,07.06.1999 (16),"1,78m",rechts,3,23.04.2014,-,2014,28436
Martin Kunz,Sturm,14.08.2000 (14),-, ,1,11.09.2014,-,2014,28436
Lorenzo Gonzalez,Mittelstürmer,10.04.2000 (15),"1,70m",rechts,1,06.11.2014,-,2014,28436
Yannick Toure,Mittelstürmer,29.09.2000 (14),"1,84m",rechts,2,30.04.2015,-,2014,28436
Andi Zeqiri,Mittelstürmer,22.06.1999 (16),"1,85m",links,3,10.09.2013,-,2014,28436
Joni de Oliveira,Mittelstürmer,23.01.1999 (16),"1,73m",rechts,4,23.04.2014,-,2014,28436
Joao Castanheira,Torwart,23.02.1998 (16),"1,81m",links,1,30.05.2013,-,2013,28436
Gion Chande,Torwart,03.05.1998 (16),"1,81m", ,4,18.09.2012,-,2013,28436
Lars Schädeli,Torwart,16.06.1999 (15),"1,78m", ,2,10.09.2013,-,2013,28436
Noah Berchtold,Torwart,01.08.1999 (14),"1,85m",rechts,-,,-,2013,28436
Benjamin Pasquier,Abwehr,15.10.1998 (15),-, ,1,28.05.2013,-,2013,28436
Joel Zahn,Innenverteidiger,16.04.1998 (16),-, ,1,30.05.2013,-,2013,28436
Eray Cömert,Innenverteidiger,04.02.1998 (16),"1,83m",rechts,6,28.05.2013,-,2013,28436
Kreshnik Hajrizi,Innenverteidiger,28.05.1999 (15),"1,85m",rechts,5,10.09.2013,-,2013,28436
Jan Bamert,Innenverteidiger,09.03.1998 (16),"1,84m",rechts,6,18.09.2012,-,2013,28436
Leotrim Nitaj,Linker Verteidiger,11.06.1998 (16),"1,85m", ,2,28.05.2013,-,2013,28436
Miro Muheim,Linker Verteidiger,24.03.1998 (16),"1,82m",links,2,28.05.2013,-,2013,28436
Sadik Vitija,Rechter Verteidiger,13.08.1998 (15),"1,74m", ,2,30.04.2013,-,2013,28436
Devin Manco,Rechter Verteidiger,03.04.1999 (15),-, ,5,10.09.2013,-,2013,28436
Kevin Rüegg ,Rechter Verteidiger,05.08.1998 (15),"1,73m",rechts,8,18.09.2012,-,2013,28436
Dario Ulrich,Rechter Verteidiger,12.03.1998 (16),"1,73m",rechts,6,18.09.2012,-,2013,28436
Alessandro Kräuchi,Rechter Verteidiger,03.06.1998 (16),"1,76m",links,1,30.05.2013,-,2013,28436
Jordi Manuel Ehombo,Defensives Mittelfeld,03.02.1998 (16),"1,78m",rechts,2,30.04.2013,-,2013,28436
Joël Balmer,Defensives Mittelfeld,17.02.1999 (15),-, ,1,10.09.2013,-,2013,28436
Dennis Vanin,Defensives Mittelfeld,20.07.1999 (14),"1,82m", ,-,,-,2013,28436
Robin Huser,Defensives Mittelfeld,24.01.1998 (16),"1,80m",rechts,3,01.05.2013,-,2013,28436
Vasilije Janjicic,Zentrales Mittelfeld,02.11.1998 (15),"1,80m",rechts,1,28.05.2013,-,2013,28436
Noah Blasucci,Zentrales Mittelfeld,19.06.1999 (15),"1,75m",rechts,3,10.09.2013,-,2013,28436
Kastrijot Ndau,Zentrales Mittelfeld,19.02.1999 (15),"1,70m",links,5,10.09.2013,-,2013,28436
Edin Imeri,Zentrales Mittelfeld,14.01.1998 (16),"1,81m",rechts,3,30.04.2013,-,2013,28436
Karim Bertelli,Zentrales Mittelfeld,27.03.1999 (15),"1,85m",rechts,3,10.09.2013,-,2013,28436
Stefano Guidotti,Zentrales Mittelfeld,16.06.1999 (15),"1,85m",rechts,1,12.09.2013,-,2013,28436
Francesco Mozzetti,Rechtes Mittelfeld,07.09.1998 (15),-,rechts,-,,-,2013,28436
Martin Liechti,Rechtes Mittelfeld,21.05.1998 (16),"1,76m",links,1,30.05.2013,-,2013,28436
Jordan Puglia,Linkes Mittelfeld,04.12.1999 (14),"1,75m",rechts,1,12.09.2013,-,2013,28436
Edmond Ramadani,Linkes Mittelfeld,27.06.1998 (16),"1,79m",rechts,1,28.05.2013,-,2013,28436
Thomas Kunz,Offensives Mittelfeld,18.01.1998 (16),"1,85m",rechts,2,28.05.2013,-,2013,28436
Petar Pusic,Offensives Mittelfeld,25.01.1999 (15),"1,71m",links,5,10.09.2013,-,2013,28436
Nedim Bajrami,Offensives Mittelfeld,28.02.1999 (15),"1,79m",rechts,5,10.09.2013,-,2013,28436
Ruben Kotlar,Offensives Mittelfeld,07.01.1998 (16),-, ,6,18.09.2012,-,2013,28436
Ajet Sejdija,Offensives Mittelfeld,28.04.1999 (15),"1,71m", ,4,10.09.2013,-,2013,28436
Giotto Morandi,Offensives Mittelfeld,04.03.1999 (15),"1,81m",rechts,-,,-,2013,28436
Fabio Quintoles,Offensives Mittelfeld,28.02.1999 (15),"1,64m",rechts,-,,-,2013,28436
Ilir Zenuni,Linksaußen,05.05.1999 (15),"1,74m", ,4,10.09.2013,-,2013,28436
Nicolas Eberle,Rechtsaußen,04.11.1999 (14),"1,74m",rechts,4,10.09.2013,-,2013,28436
Çendrim Kameraj,Rechtsaußen,13.03.1999 (15),"1,80m", ,3,10.09.2013,-,2013,28436
Cristian Papa,Hängende Spitze,11.06.1998 (16),"1,77m",rechts,-,,-,2013,28436
Edil Sarda,Mittelstürmer,07.09.1998 (15),-, ,2,28.05.2013,-,2013,28436
Jérémy Guillemenot,Mittelstürmer,06.01.1998 (16),"1,84m",rechts,2,20.09.2012,-,2013,28436
Andi Zeqiri,Mittelstürmer,22.06.1999 (15),"1,85m",links,3,10.09.2013,-,2013,28436
Haris Samardzic,Mittelstürmer,16.02.1998 (16),"1,89m", ,8,18.09.2012,-,2013,28436
Olivier Joos,Torwart,12.03.1997 (16),"1,81m",rechts,1,17.04.2012,-,2012,28436
Simon Enzler,Torwart,16.10.1997 (15),"1,86m",rechts,3,21.03.2012,-,2012,28436
Gregor Kobel,Torwart,06.12.1997 (15),"1,96m",rechts,2,20.03.2012,-,2012,28436
Cyril Dumont,Torwart,24.01.1997 (16),-,rechts,1,19.04.2012,-,2012,28436
Adonis Ajeti,Innenverteidiger,26.02.1997 (16),"1,86m",links,6,20.03.2012,-,2012,28436
Elia Alessandrini,Innenverteidiger,03.03.1997 (16),"1,83m",rechts,6,21.03.2012,-,2012,28436
Remo Arnold,Innenverteidiger,17.01.1997 (16),"1,90m",rechts,5,21.03.2012,-,2012,28436
Alban Selmanaj,Innenverteidiger,19.04.1997 (16),"1,86m",rechts,5,20.03.2012,-,2012,28436
Esteban Parra,Linker Verteidiger,02.12.1997 (15),-, ,3,17.04.2012,-,2012,28436
Tobias Schättin,Linker Verteidiger,05.06.1997 (16),"1,85m",links,6,20.03.2012,-,2012,28436
Eddy Luongo,Rechter Verteidiger,23.03.1997 (16),-,rechts,3,20.03.2012,-,2012,28436
Silvan Hefti ,Rechter Verteidiger,25.10.1997 (15),"1,83m",rechts,3,17.04.2012,-,2012,28436
Lukas Frehner,Rechter Verteidiger,04.08.1997 (15),-, ,2,17.04.2012,-,2012,28436
Bastien Oberli,Rechter Verteidiger,03.10.1997 (15),"1,72m",rechts,2,17.04.2012,-,2012,28436
Burim Avdulahi,Defensives Mittelfeld,18.02.1997 (16),-,rechts,1,17.04.2012,-,2012,28436
Christophe Monnet,Mittelfeld,15.01.1997 (16),-, ,1,,-,2012,28436
Milan Marjanovic,Mittelfeld,10.02.1997 (16),"1,70m", ,1,17.04.2012,-,2012,28436
Albin Sadrijaj,Defensives Mittelfeld,27.06.1997 (16),"1,88m",links,2,20.03.2012,-,2012,28436
Charles Pickel,Defensives Mittelfeld,15.05.1997 (16),"1,87m",rechts,1,17.04.2012,-,2012,28436
Arxhend Cani,Zentrales Mittelfeld,02.08.1997 (15),-,rechts,6,20.03.2012,-,2012,28436
Harun Alpsoy,Zentrales Mittelfeld,03.03.1997 (16),"1,87m",rechts,3,20.03.2012,-,2012,28436
Jérémy Jaquier,Zentrales Mittelfeld,03.12.1997 (15),-, ,1,24.05.2012,-,2012,28436
Valentino Pugliese,Zentrales Mittelfeld,18.07.1997 (15),"1,74m",links,2,21.03.2012,-,2012,28436
Nikola Gjorgjev,Rechtes Mittelfeld,22.08.1997 (15),"1,74m",rechts,1,24.03.2012,-,2012,28436
Vedad Efendic,Linkes Mittelfeld,07.01.1997 (16),-,rechts,6,21.03.2012,-,2012,28436
Dereck Kutesa,Linkes Mittelfeld,06.12.1997 (15),"1,77m",rechts,3,20.03.2012,-,2012,28436
Nemanja Petrovic,Linksaußen,15.10.1997 (15),"1,8m",rechts,1,17.04.2012,-,2012,28436
Filipe Parreiras,Linksaußen,20.01.1997 (16),"1,80m", ,6,20.03.2012,-,2012,28436
Marco Le Rose,Mittelstürmer,07.01.1997 (16),-, ,1,17.04.2012,-,2012,28436
Albian Ajeti,Mittelstürmer,26.02.1997 (16),"1,81m",rechts,6,20.03.2012,-,2012,28436
Dimitri Oberlin,Mittelstürmer,27.09.1997 (15),"1,82m",rechts,7,20.03.2012,-,2012,28436
Neftali Manzambi,Mittelstürmer,23.04.1997 (16),"1,79m",rechts,2,17.04.2012,-,2012,28436
Boris Babic,Mittelstürmer,10.11.1997 (15),"1,80m",rechts,2,21.03.2012,-,2012,28436
Joel Pereira,Torwart,28.06.1996 (16),"1,89m",rechts,2,19.04.2011,-,2011,28436
Mateo Matic,Torwart,07.01.1996 (16),"1,85m",rechts,1,20.04.2011,-,2011,28436
Sven Sokolovic,Torwart,06.01.1996 (16),"1,80m",rechts,1,26.05.2011,-,2011,28436
Ljundrin Loga,Abwehr,26.01.1996 (16),"1,68m", ,1,20.04.2011,-,2011,28436
Robin Gloor,Innenverteidiger,15.12.1996 (15),-, ,3,19.04.2011,-,2011,28436
Marko Drakul,Innenverteidiger,06.08.1996 (15),-, ,2,20.04.2011,-,2011,28436
Florian Baumgartner,Linker Verteidiger,11.03.1996 (16),-, ,3,19.04.2011,-,2011,28436
Olivier Kleiner,Linker Verteidiger,03.02.1996 (16),"1,75m",links,3,19.04.2011,-,2011,28436
Giovanni Giallongo,Linker Verteidiger,20.03.1996 (16),"1,73m", ,2,20.04.2011,-,2011,28436
Marco Trachsel,Linker Verteidiger,02.08.1996 (15),"1,80m", ,4,19.04.2011,-,2011,28436
Nils von Niederhäusern,Rechter Verteidiger,10.01.1996 (16),"1,80m",rechts,1,19.04.2011,-,2011,28436
Nicolas Stettler,Rechter Verteidiger,28.04.1996 (16),"1,76m",rechts,4,19.04.2011,-,2011,28436
Phi Nguyen,Defensives Mittelfeld,03.07.1996 (15),"1,74m",rechts,3,19.04.2011,-,2011,28436
Deni Kadoic,Defensives Mittelfeld,03.04.1996 (16),"1,85m",beidfüßig,2,24.05.2011,-,2011,28436
Shpetim Arifi,Defensives Mittelfeld,07.11.1996 (15),-, ,1,19.04.2011,-,2011,28436
Robin Kamber,Defensives Mittelfeld,15.02.1996 (16),"1,87m",rechts,4,19.04.2011,-,2011,28436
Meriton Bytyqi,Defensives Mittelfeld,18.03.1996 (16),-,rechts,2,19.04.2011,-,2011,28436
Hannes Borter,Zentrales Mittelfeld,09.02.1996 (16),-,rechts,2,24.05.2011,-,2011,28436
Anto Grgic,Zentrales Mittelfeld,28.11.1996 (15),"1,89m",rechts,4,19.04.2011,-,2011,28436
Nicolas Haas,Zentrales Mittelfeld,23.01.1996 (16),"1,78m",rechts,4,19.04.2011,-,2011,28436
Lumturim Selmani,Offensives Mittelfeld,10.05.1996 (16),-, ,2,24.05.2011,-,2011,28436
Marsel Stevic,Offensives Mittelfeld,22.02.1996 (16),-, ,1,20.04.2011,-,2011,28436
Kilian Pagliuca,Offensives Mittelfeld,02.09.1996 (15),"1,88m",rechts,3,19.04.2011,-,2011,28436
João Oliveira,Linksaußen,06.01.1996 (16),"1,77m",rechts,4,19.04.2011,-,2011,28436
Patrick Moren,Linksaußen,07.04.1996 (16),-, ,2,19.04.2011,-,2011,28436
Gioele Cetrangolo,Linksaußen,07.04.1996 (16),"1,68m",rechts,2,,-,2011,28436
Jolan Forestal,Rechtsaußen,06.03.1996 (16),"1,77m",rechts,2,24.05.2011,-,2011,28436
Nicolas Hunziker,Mittelstürmer,23.02.1996 (16),"1,80m",rechts,2,24.05.2011,-,2011,28436
Sladjan Stanojevic,Torwart,08.03.1981 (30),"1,92m",links,1,13.05.2010,100 Tsd. €,2010,28436
Sladan Stanojevic,Torwart,06.01.1995 (16),-, ,2,13.05.2010,-,2010,28436
Novem Baumann,Torwart,04.12.1995 (15),"1,85m", ,1,11.05.2010,-,2010,28436
Leonard Kiener,Torwart,22.06.1995 (16),"1,85m", ,1,08.06.2010,-,2010,28436
Daniel Gharib,Abwehr,21.02.1995 (16),-, ,3,11.05.2010,-,2010,28436
Pasquale Martino,Innenverteidiger,13.04.1995 (16),"1,74m",rechts,4,11.05.2010,-,2010,28436
Gianni Kandiah,Linker Verteidiger,24.02.1995 (16),"1,72m",links,3,11.05.2010,-,2010,28436
Lucas Thöni ,Rechter Verteidiger,25.01.1995 (16),"1,73m",rechts,2,13.05.2010,-,2010,28436
Daniel Garetto,Rechter Verteidiger,19.02.1995 (16),"1,76m", ,2,08.06.2010,-,2010,28436
Ming-Yang Yang,Defensives Mittelfeld,11.07.1995 (15),"1,75m",rechts,4,11.05.2010,-,2010,28436
Olivier Custodio,Defensives Mittelfeld,10.02.1995 (16),"1,80m",rechts,4,11.05.2010,-,2010,28436
Nicola Padula,Mittelfeld,24.02.1995 (16),"1,65m", ,2,13.05.2010,-,2010,28436
Gente Mazreku,Zentrales Mittelfeld,21.01.1995 (16),-, ,4,11.05.2010,-,2010,28436
Christoph Stenz,Rechtes Mittelfeld,09.10.1995 (15),-, ,2,11.05.2010,-,2010,28436
Flavio Gautreaux,Rechtes Mittelfeld,03.05.1995 (16),"1,75m",rechts,3,13.05.2010,-,2010,28436
Valentin Hayoz,Linkes Mittelfeld,10.02.1995 (16),"1,73m",links,4,11.05.2010,-,2010,28436
Diego Zoller,Offensives Mittelfeld,10.01.1995 (16),"1,76m", ,4,11.05.2010,-,2010,28436
Grégory Karlen ,Offensives Mittelfeld,30.01.1995 (16),"1,87m",rechts,4,11.05.2010,-,2010,28436
Filip Zlatanov,Linksaußen,17.03.1995 (16),"1,82m",rechts,1,11.05.2010,-,2010,28436
Shani Tarashaj,Hängende Spitze,07.02.1995 (16),"1,76m",rechts,2,11.05.2010,-,2010,28436
Shpetim Sulejmani,Mittelstürmer,02.06.1995 (16),"1,90m",rechts,4,11.05.2010,-,2010,28436
Omar Thali,Mittelstürmer,22.02.1995 (16),"1,77m",rechts,4,11.05.2010,-,2010,28436
Signori Antonio ,Torwart,25.07.1994 (15),"1,87m",rechts,1,14.04.2009,-,2009,28436
Yvon Mvogo,Torwart,06.06.1994 (16),"1,90m",rechts,1,16.04.2009,-,2009,28436
Olindo Regazzi,Innenverteidiger,13.03.1994 (16),"1,80m",rechts,2,16.04.2009,50 Tsd. €,2009,28436
Silvano Schäppi,Innenverteidiger,05.02.1994 (16),"1,67m",links,1,12.05.2009,-,2009,28436
Martin Angha,Innenverteidiger,22.01.1994 (16),"1,88m",beidfüßig,3,14.04.2009,-,2009,28436
Hidajet Kastrati,Innenverteidiger,02.09.1994 (15),"1,80m",rechts,1,16.04.2009,-,2009,28436
Levent Gülen,Innenverteidiger,24.02.1994 (16),"1,86m",rechts,2,14.04.2009,-,2009,28436
Endogan Adili,Linker Verteidiger,03.08.1994 (15),"1,70m",links,4,,-,2009,28436
Scott Garcia,Rechter Verteidiger,15.03.1994 (16),"1,78m", ,1,,-,2009,28436
Elias Kabamba,Rechter Verteidiger,08.01.1994 (16),"1,83m",rechts,3,14.04.2009,-,2009,28436
Joel Untersee,Rechter Verteidiger,11.02.1994 (16),"1,81m",rechts,4,14.04.2009,-,2009,28436
Florian Gudit,Defensives Mittelfeld,18.01.1994 (16),"1,68m", ,3,14.04.2009,-,2009,28436
Thibault Corbaz,Defensives Mittelfeld,07.01.1994 (16),"1,80m",rechts,1,16.04.2009,-,2009,28436
Abduljabbar Al Abbadie,Zentrales Mittelfeld,21.07.1994 (15),"1,75m",rechts,4,14.04.2009,-,2009,28436
Thomas Sierro,Rechtes Mittelfeld,11.02.1994 (16),"1,73m",rechts,2,14.04.2009,-,2009,28436
Roland Ndongo ,Rechtes Mittelfeld,11.10.1994 (15),"1,72m",rechts,4,14.04.2009,-,2009,28436
Thibault Constantin,Offensives Mittelfeld,11.07.1994 (15),"1,75m",rechts,1,16.04.2009,-,2009,28436
Tchaing Da Silva,Linksaußen,28.02.1994 (16),"1,78m", ,3,14.04.2009,-,2009,28436
Cephas Malele,Mittelstürmer,08.01.1994 (16),"1,85m",rechts,1,14.04.2009,-,2009,28436
Michael Frey,Mittelstürmer,19.07.1994 (15),"1,88m",rechts,1,14.04.2009,-,2009,28436
Uvejs Selmonaj,Mittelstürmer,13.08.1994 (15),-, ,1,,-,2009,28436
Lucas Kunath,Torwart,10.11.2009 (15),-, ,3,21.09.2024,-,2024,28155
Jayden Stucki,Torwart,06.03.2009 (15),-, ,1,02.11.2024,-,2024,28155
Julien Werdenberg,Abwehr,05.03.2009 (15),-, ,5,18.09.2024,-,2024,28155
Gentian Ponik,Abwehr,17.09.2009 (15),-, ,4,18.09.2024,-,2024,28155
Dominic Keibach,Abwehr,27.02.2009 (15),-, ,4,18.09.2024,-,2024,28155
Moses Colelli,Abwehr,30.03.2009 (15),-, ,4,18.09.2024,-,2024,28155
