Name,Position,Birthdate,Height,Foot,GamesPlayed,Debut,Value,Year,Category,Age
Michel de Jesus,Rechtsaußen,2001-03-22,"1,76m",links,1,26.05.2016,0.0,2016,28436,23
Tician Tushi,Mittelstürmer,2001-04-02,-, ,1,24.05.2016,0.0,2016,28436,23
Luca Bühlmann,Torwart,2000-11-25,-, ,2,06.11.2014,0.0,2015,28436,23
Joschua Neuenschwander,Torwart,2000-06-28,"1,83m", ,4,09.09.2014,0.0,2015,28436,24
André Pinheiro,Torwart,2001-04-19,-, ,2,22.09.2015,0.0,2015,28436,23
Lucio Soldini,Torwart,2001-04-05,"1,79m",rechts,-,,0.0,2015,28436,23
Elis Isufi,Innenverteidiger,2000-05-21,"1,87m",rechts,4,04.11.2014,0.0,2015,28436,24
Ivann Strohbach,Innenverteidiger,2000-01-25,"1,92m",rechts,4,06.11.2014,0.0,2015,28436,24
Jan Kronig,Innenverteidiger,2000-06-24,"1,86m",links,4,04.11.2014,0.0,2015,28436,24
Yves Jankowski,Linker Verteidiger,2000-06-04,-,rechts,2,28.04.2015,0.0,2015,28436,24
Ashvin Balaruban,Linker Verteidiger,2001-08-08,"1,76m",links,1,28.04.2016,0.0,2015,28436,23
Gianluca Romano,Linker Verteidiger,2001-06-12,"1,79m",rechts,6,22.09.2015,0.0,2015,28436,23
Jan Wörnhard,Linker Verteidiger,2001-04-23,"1,75m",links,2,22.09.2015,0.0,2015,28436,23
Jérôme Läubli,Linker Verteidiger,2001-03-28,"1,70m",links,4,22.09.2015,0.0,2015,28436,23
Adam Ouattara,Rechter Verteidiger,2000-06-06,"1,77m",rechts,2,28.04.2015,0.0,2015,28436,24
Lewin Blum,Rechter Verteidiger,2001-07-27,"1,81m",rechts,4,,0.0,2015,28436,23
Bertrand Tusiama,Rechter Verteidiger,2000-09-14,-, ,3,09.09.2014,0.0,2015,28436,24
Alessandro Stabile,Rechter Verteidiger,2000-07-18,"1,63m",rechts,4,09.09.2014,0.0,2015,28436,24
Loïc Vlapamo,Rechter Verteidiger,2001-03-02,"1,72m", ,4,22.09.2015,0.0,2015,28436,23
Perrault Tokam,Defensives Mittelfeld,2000-05-23,"1,81m",rechts,1,30.04.2015,0.0,2015,28436,24
Adrian Durrer,Defensives Mittelfeld,2001-07-13,"1,88m",rechts,3,22.09.2015,0.0,2015,28436,23
Stéphane Cueni,Zentrales Mittelfeld,2001-03-14,"1,80m",rechts,-,,0.0,2015,28436,23
Nicky Beloko,Zentrales Mittelfeld,2000-02-16,"1,84m",rechts,1,28.04.2015,0.0,2015,28436,24
Yannick Marchand,Zentrales Mittelfeld,2000-02-09,"1,83m",rechts,7,09.09.2014,0.0,2015,28436,24
Ricardo Alves,Zentrales Mittelfeld,2001-12-02,"1,77m",links,1,26.05.2016,0.0,2015,28436,22
Tim Staubli,Zentrales Mittelfeld,2000-04-16,"1,79m",rechts,5,09.09.2014,0.0,2015,28436,24
Fabiano Pereira,Zentrales Mittelfeld,2000-10-05,-, ,1,04.11.2014,0.0,2015,28436,24
Alexandre Jankewitz,Zentrales Mittelfeld,2001-12-25,"1,85m",rechts,5,22.09.2015,0.0,2015,28436,22
Orges Bunjaku,Zentrales Mittelfeld,2001-07-05,"1,80m",links,3,27.04.2016,0.0,2015,28436,23
Julian Von Moos,Rechtes Mittelfeld,2001-04-01,"1,81m",links,3,22.09.2015,0.0,2015,28436,23
Kushtrim Rexhepi,Rechtes Mittelfeld,2001-03-13,"1,70m",rechts,2,22.09.2015,0.0,2015,28436,23
Granit Haliti,Linkes Mittelfeld,2000-02-26,-, ,5,09.09.2014,0.0,2015,28436,24
Nicola Suter,Offensives Mittelfeld,2000-02-02,"1,84m",rechts,3,04.11.2014,0.0,2015,28436,24
Mergim Bajrami,Offensives Mittelfeld,2000-05-02,"1,71m",rechts,2,28.04.2015,0.0,2015,28436,24
Randy Schneider,Offensives Mittelfeld,2001-08-27,"1,70m",rechts,4,22.09.2015,0.0,2015,28436,23
Alexis Antunes,Offensives Mittelfeld,2000-07-31,"1,81m",rechts,4,09.09.2014,0.0,2015,28436,24
Luka Stevic,Offensives Mittelfeld,2000-07-22,"1,80m",rechts,1,04.11.2014,0.0,2015,28436,24
Christopher Lungoyi,Linksaußen,2000-07-04,"1,82m",links,1,06.11.2014,0.0,2015,28436,24
Felipe Borges,Linksaußen,2001-01-01,"1,83m",rechts,4,22.09.2015,0.0,2015,28436,23
Felix Mambimbi,Linksaußen,2001-01-18,"1,71m",rechts,5,22.09.2015,0.0,2015,28436,23
Noah Okafor,Linksaußen,2000-05-24,"1,85m",rechts,3,04.11.2014,0.0,2015,28436,24
Guillaume Furrer,Linksaußen,2001-01-28,"1,84m",rechts,-,,0.0,2015,28436,23
Nishan Burkart,Linksaußen,2000-01-31,"1,74m",rechts,6,09.09.2014,0.0,2015,28436,24
Nils Pédat,Rechtsaußen,2001-07-12,"1,85m",rechts,2,22.09.2015,0.0,2015,28436,23
Yannick Toure,Mittelstürmer,2000-09-29,"1,84m",rechts,2,30.04.2015,0.0,2015,28436,24
Lorenzo Gonzalez,Mittelstürmer,2000-04-10,"1,70m",rechts,1,06.11.2014,0.0,2015,28436,24
Adhurim Gashi,Sturm,2000-06-20,-,links,2,30.04.2015,0.0,2015,28436,24
Luca Bühlmann,Torwart,2000-11-25,-, ,2,06.11.2014,0.0,2014,28436,23
Nico Strübi,Torwart,2000-06-02,"1,87m",rechts,1,04.11.2014,0.0,2014,28436,24
Joschua Neuenschwander,Torwart,2000-06-28,"1,83m", ,4,09.09.2014,0.0,2014,28436,24
Lars Hunn,Torwart,1999-05-25,"1,82m",rechts,1,24.04.2014,0.0,2014,28436,25
Lars Schädeli,Torwart,1999-06-16,"1,78m", ,2,10.09.2013,0.0,2014,28436,25
Damien Buchard,Torwart,2000-01-28,"1,86m", ,1,04.11.2014,0.0,2014,28436,24
Nico Krucker,Torwart,1999-04-08,"1,85m", ,2,23.04.2014,0.0,2014,28436,25
Janic Cucinelli,Innenverteidiger,1999-01-22,-, ,-,,0.0,2014,28436,25
Kreshnik Hajrizi,Innenverteidiger,1999-05-28,"1,85m",rechts,5,10.09.2013,0.0,2014,28436,25
Jan Kronig,Innenverteidiger,2000-06-24,"1,86m",links,4,04.11.2014,0.0,2014,28436,24
Nicolas Künzli,Innenverteidiger,2000-03-06,-, ,1,09.09.2014,0.0,2014,28436,24
Elis Isufi,Innenverteidiger,2000-05-21,"1,87m",rechts,4,04.11.2014,0.0,2014,28436,24
Ivann Strohbach,Innenverteidiger,2000-01-25,"1,92m",rechts,4,06.11.2014,0.0,2014,28436,24
Mattia Sestito,Linker Verteidiger,2000-03-16,-, ,1,06.11.2014,0.0,2014,28436,24
Cédric Mbenza,Linker Verteidiger,2000-05-25,"1,78m",links,1,06.11.2014,0.0,2014,28436,24
Devin Manco,Rechter Verteidiger,1999-04-03,-, ,5,10.09.2013,0.0,2014,28436,25
Alessandro Stabile,Rechter Verteidiger,2000-07-18,"1,63m",rechts,4,09.09.2014,0.0,2014,28436,24
Bertrand Tusiama,Rechter Verteidiger,2000-09-14,-, ,3,09.09.2014,0.0,2014,28436,24
Sandro Theler,Rechter Verteidiger,2000-12-15,"1,75m",rechts,1,11.09.2014,0.0,2014,28436,23
Nico Clausen,Defensives Mittelfeld,1999-03-10,-, ,2,10.06.2014,0.0,2014,28436,25
Francesco Amendola,Defensives Mittelfeld,1999-09-04,"1,76m", ,-,,0.0,2014,28436,25
Dennis Vanin,Defensives Mittelfeld,1999-07-20,"1,82m", ,-,,0.0,2014,28436,25
Lorenzo Di Michelangeli,Zentrales Mittelfeld,2000-02-12,-, ,1,04.11.2014,0.0,2014,28436,24
Fabiano Pereira,Zentrales Mittelfeld,2000-10-05,-, ,1,04.11.2014,0.0,2014,28436,24
Yannick Marchand,Zentrales Mittelfeld,2000-02-09,"1,83m",rechts,7,09.09.2014,0.0,2014,28436,24
Kastrijot Ndau,Zentrales Mittelfeld,1999-02-19,"1,70m",links,5,10.09.2013,0.0,2014,28436,25
Tim Staubli,Zentrales Mittelfeld,2000-04-16,"1,79m",rechts,5,09.09.2014,0.0,2014,28436,24
Bastien Toma,Zentrales Mittelfeld,1999-06-24,"1,74m",rechts,1,23.04.2014,0.0,2014,28436,25
Lorik Emini,Zentrales Mittelfeld,1999-08-29,"1,76m",rechts,-,24.04.2014,0.0,2014,28436,25
Karim Bertelli,Zentrales Mittelfeld,1999-03-27,"1,85m",rechts,3,10.09.2013,0.0,2014,28436,25
Noah Blasucci,Zentrales Mittelfeld,1999-06-19,"1,75m",rechts,3,10.09.2013,0.0,2014,28436,25
Baris Cagras,Linkes Mittelfeld,1999-01-03,"1,74m",links,-,,0.0,2014,28436,25
Kilian Gravante,Linkes Mittelfeld,2000-03-20,-, ,1,11.09.2014,0.0,2014,28436,24
Granit Haliti,Linkes Mittelfeld,2000-02-26,-, ,5,09.09.2014,0.0,2014,28436,24
Fabian Simic,Offensives Mittelfeld,1999-02-11,-, ,-,,0.0,2014,28436,25
Yanick Lanker,Offensives Mittelfeld,2000-02-22,-, ,1,11.09.2014,0.0,2014,28436,24
Nicola Suter,Offensives Mittelfeld,2000-02-02,"1,84m",rechts,3,04.11.2014,0.0,2014,28436,24
Petar Pusic,Offensives Mittelfeld,1999-01-25,"1,71m",links,5,10.09.2013,0.0,2014,28436,25
Alexis Antunes,Offensives Mittelfeld,2000-07-31,"1,81m",rechts,4,09.09.2014,0.0,2014,28436,24
Amel Rustemoski,Offensives Mittelfeld,2000-07-06,"1,85m",rechts,1,04.11.2014,0.0,2014,28436,24
Nedim Bajrami,Offensives Mittelfeld,1999-02-28,"1,79m",rechts,5,10.09.2013,0.0,2014,28436,25
Luka Stevic,Offensives Mittelfeld,2000-07-22,"1,80m",rechts,1,04.11.2014,0.0,2014,28436,24
Rijad Saliji,Offensives Mittelfeld,1999-04-05,"1,79m",rechts,2,10.06.2014,0.0,2014,28436,25
Ajet Sejdija,Offensives Mittelfeld,1999-04-28,"1,71m", ,4,10.09.2013,0.0,2014,28436,25
Siyar Doldur,Offensives Mittelfeld,2000-01-29,"1,75m",rechts,1,04.11.2014,0.0,2014,28436,24
Christopher Lungoyi,Linksaußen,2000-07-04,"1,82m",links,1,06.11.2014,0.0,2014,28436,24
Gioele Stumpo,Linksaußen,2000-03-24,"1,7m",rechts,2,06.11.2014,0.0,2014,28436,24
Noah Okafor,Linksaußen,2000-05-24,"1,85m",rechts,3,04.11.2014,0.0,2014,28436,24
Nishan Burkart,Linksaußen,2000-01-31,"1,74m",rechts,6,09.09.2014,0.0,2014,28436,24
Liridon Mulaj,Linksaußen,1999-01-04,"1,75m",rechts,4,23.04.2014,0.0,2014,28436,25
Ilir Zenuni,Linksaußen,1999-05-05,"1,74m", ,4,10.09.2013,0.0,2014,28436,25
Nicolas Eberle,Rechtsaußen,1999-11-04,"1,74m",rechts,4,10.09.2013,0.0,2014,28436,25
Nico Maier,Rechtsaußen,2000-07-02,"1,73m",rechts,1,06.11.2014,0.0,2014,28436,24
Çendrim Kameraj,Rechtsaußen,1999-03-13,"1,80m", ,3,10.09.2013,0.0,2014,28436,25
Mersim Asllani,Rechtsaußen,1999-06-07,"1,78m",rechts,3,23.04.2014,0.0,2014,28436,25
Martin Kunz,Sturm,2000-08-14,-, ,1,11.09.2014,0.0,2014,28436,24
Lorenzo Gonzalez,Mittelstürmer,2000-04-10,"1,70m",rechts,1,06.11.2014,0.0,2014,28436,24
Yannick Toure,Mittelstürmer,2000-09-29,"1,84m",rechts,2,30.04.2015,0.0,2014,28436,24
Andi Zeqiri,Mittelstürmer,1999-06-22,"1,85m",links,3,10.09.2013,0.0,2014,28436,25
Joni de Oliveira,Mittelstürmer,1999-01-23,"1,73m",rechts,4,23.04.2014,0.0,2014,28436,25
Joao Castanheira,Torwart,1998-02-23,"1,81m",links,1,30.05.2013,0.0,2013,28436,26
Gion Chande,Torwart,1998-05-03,"1,81m", ,4,18.09.2012,0.0,2013,28436,26
Lars Schädeli,Torwart,1999-06-16,"1,78m", ,2,10.09.2013,0.0,2013,28436,25
Noah Berchtold,Torwart,1999-08-01,"1,85m",rechts,-,,0.0,2013,28436,25
Benjamin Pasquier,Abwehr,1998-10-15,-, ,1,28.05.2013,0.0,2013,28436,26
Joel Zahn,Innenverteidiger,1998-04-16,-, ,1,30.05.2013,0.0,2013,28436,26
Eray Cömert,Innenverteidiger,1998-02-04,"1,83m",rechts,6,28.05.2013,0.0,2013,28436,26
Kreshnik Hajrizi,Innenverteidiger,1999-05-28,"1,85m",rechts,5,10.09.2013,0.0,2013,28436,25
Jan Bamert,Innenverteidiger,1998-03-09,"1,84m",rechts,6,18.09.2012,0.0,2013,28436,26
Leotrim Nitaj,Linker Verteidiger,1998-06-11,"1,85m", ,2,28.05.2013,0.0,2013,28436,26
Miro Muheim,Linker Verteidiger,1998-03-24,"1,82m",links,2,28.05.2013,0.0,2013,28436,26
Sadik Vitija,Rechter Verteidiger,1998-08-13,"1,74m", ,2,30.04.2013,0.0,2013,28436,26
Devin Manco,Rechter Verteidiger,1999-04-03,-, ,5,10.09.2013,0.0,2013,28436,25
Kevin Rüegg,Rechter Verteidiger,1998-08-05,"1,73m",rechts,8,18.09.2012,0.0,2013,28436,26
Dario Ulrich,Rechter Verteidiger,1998-03-12,"1,73m",rechts,6,18.09.2012,0.0,2013,28436,26
Alessandro Kräuchi,Rechter Verteidiger,1998-06-03,"1,76m",links,1,30.05.2013,0.0,2013,28436,26
Jordi Manuel Ehombo,Defensives Mittelfeld,1998-02-03,"1,78m",rechts,2,30.04.2013,0.0,2013,28436,26
Joël Balmer,Defensives Mittelfeld,1999-02-17,-, ,1,10.09.2013,0.0,2013,28436,25
Dennis Vanin,Defensives Mittelfeld,1999-07-20,"1,82m", ,-,,0.0,2013,28436,25
Robin Huser,Defensives Mittelfeld,1998-01-24,"1,80m",rechts,3,01.05.2013,0.0,2013,28436,26
Vasilije Janjicic,Zentrales Mittelfeld,1998-11-02,"1,80m",rechts,1,28.05.2013,0.0,2013,28436,26
Noah Blasucci,Zentrales Mittelfeld,1999-06-19,"1,75m",rechts,3,10.09.2013,0.0,2013,28436,25
Kastrijot Ndau,Zentrales Mittelfeld,1999-02-19,"1,70m",links,5,10.09.2013,0.0,2013,28436,25
Edin Imeri,Zentrales Mittelfeld,1998-01-14,"1,81m",rechts,3,30.04.2013,0.0,2013,28436,26
Karim Bertelli,Zentrales Mittelfeld,1999-03-27,"1,85m",rechts,3,10.09.2013,0.0,2013,28436,25
Stefano Guidotti,Zentrales Mittelfeld,1999-06-16,"1,85m",rechts,1,12.09.2013,0.0,2013,28436,25
Francesco Mozzetti,Rechtes Mittelfeld,1998-09-07,-,rechts,-,,0.0,2013,28436,26
Martin Liechti,Rechtes Mittelfeld,1998-05-21,"1,76m",links,1,30.05.2013,0.0,2013,28436,26
Jordan Puglia,Linkes Mittelfeld,1999-12-04,"1,75m",rechts,1,12.09.2013,0.0,2013,28436,24
Edmond Ramadani,Linkes Mittelfeld,1998-06-27,"1,79m",rechts,1,28.05.2013,0.0,2013,28436,26
Thomas Kunz,Offensives Mittelfeld,1998-01-18,"1,85m",rechts,2,28.05.2013,0.0,2013,28436,26
Petar Pusic,Offensives Mittelfeld,1999-01-25,"1,71m",links,5,10.09.2013,0.0,2013,28436,25
Nedim Bajrami,Offensives Mittelfeld,1999-02-28,"1,79m",rechts,5,10.09.2013,0.0,2013,28436,25
Ruben Kotlar,Offensives Mittelfeld,1998-01-07,-, ,6,18.09.2012,0.0,2013,28436,26
Ajet Sejdija,Offensives Mittelfeld,1999-04-28,"1,71m", ,4,10.09.2013,0.0,2013,28436,25
Giotto Morandi,Offensives Mittelfeld,1999-03-04,"1,81m",rechts,-,,0.0,2013,28436,25
Fabio Quintoles,Offensives Mittelfeld,1999-02-28,"1,64m",rechts,-,,0.0,2013,28436,25
Ilir Zenuni,Linksaußen,1999-05-05,"1,74m", ,4,10.09.2013,0.0,2013,28436,25
Nicolas Eberle,Rechtsaußen,1999-11-04,"1,74m",rechts,4,10.09.2013,0.0,2013,28436,25
Çendrim Kameraj,Rechtsaußen,1999-03-13,"1,80m", ,3,10.09.2013,0.0,2013,28436,25
Cristian Papa,Hängende Spitze,1998-06-11,"1,77m",rechts,-,,0.0,2013,28436,26
Edil Sarda,Mittelstürmer,1998-09-07,-, ,2,28.05.2013,0.0,2013,28436,26
Jérémy Guillemenot,Mittelstürmer,1998-01-06,"1,84m",rechts,2,20.09.2012,0.0,2013,28436,26
Andi Zeqiri,Mittelstürmer,1999-06-22,"1,85m",links,3,10.09.2013,0.0,2013,28436,25
Haris Samardzic,Mittelstürmer,1998-02-16,"1,89m", ,8,18.09.2012,0.0,2013,28436,26
Olivier Joos,Torwart,1997-03-12,"1,81m",rechts,1,17.04.2012,0.0,2012,28436,27
Simon Enzler,Torwart,1997-10-16,"1,86m",rechts,3,21.03.2012,0.0,2012,28436,27
Gregor Kobel,Torwart,1997-12-06,"1,96m",rechts,2,20.03.2012,0.0,2012,28436,26
Cyril Dumont,Torwart,1997-01-24,-,rechts,1,19.04.2012,0.0,2012,28436,27
Adonis Ajeti,Innenverteidiger,1997-02-26,"1,86m",links,6,20.03.2012,0.0,2012,28436,27
Elia Alessandrini,Innenverteidiger,1997-03-03,"1,83m",rechts,6,21.03.2012,0.0,2012,28436,27
Remo Arnold,Innenverteidiger,1997-01-17,"1,90m",rechts,5,21.03.2012,0.0,2012,28436,27
Alban Selmanaj,Innenverteidiger,1997-04-19,"1,86m",rechts,5,20.03.2012,0.0,2012,28436,27
Esteban Parra,Linker Verteidiger,1997-12-02,-, ,3,17.04.2012,0.0,2012,28436,26
Tobias Schättin,Linker Verteidiger,1997-06-05,"1,85m",links,6,20.03.2012,0.0,2012,28436,27
Eddy Luongo,Rechter Verteidiger,1997-03-23,-,rechts,3,20.03.2012,0.0,2012,28436,27
Silvan Hefti,Rechter Verteidiger,1997-10-25,"1,83m",rechts,3,17.04.2012,0.0,2012,28436,27
Lukas Frehner,Rechter Verteidiger,1997-08-04,-, ,2,17.04.2012,0.0,2012,28436,27
Bastien Oberli,Rechter Verteidiger,1997-10-03,"1,72m",rechts,2,17.04.2012,0.0,2012,28436,27
Burim Avdulahi,Defensives Mittelfeld,1997-02-18,-,rechts,1,17.04.2012,0.0,2012,28436,27
Christophe Monnet,Mittelfeld,1997-01-15,-, ,1,,0.0,2012,28436,27
Milan Marjanovic,Mittelfeld,1997-02-10,"1,70m", ,1,17.04.2012,0.0,2012,28436,27
Albin Sadrijaj,Defensives Mittelfeld,1997-06-27,"1,88m",links,2,20.03.2012,0.0,2012,28436,27
Charles Pickel,Defensives Mittelfeld,1997-05-15,"1,87m",rechts,1,17.04.2012,0.0,2012,28436,27
Arxhend Cani,Zentrales Mittelfeld,1997-08-02,-,rechts,6,20.03.2012,0.0,2012,28436,27
Harun Alpsoy,Zentrales Mittelfeld,1997-03-03,"1,87m",rechts,3,20.03.2012,0.0,2012,28436,27
Jérémy Jaquier,Zentrales Mittelfeld,1997-12-03,-, ,1,24.05.2012,0.0,2012,28436,26
Valentino Pugliese,Zentrales Mittelfeld,1997-07-18,"1,74m",links,2,21.03.2012,0.0,2012,28436,27
Nikola Gjorgjev,Rechtes Mittelfeld,1997-08-22,"1,74m",rechts,1,24.03.2012,0.0,2012,28436,27
Vedad Efendic,Linkes Mittelfeld,1997-01-07,-,rechts,6,21.03.2012,0.0,2012,28436,27
Dereck Kutesa,Linkes Mittelfeld,1997-12-06,"1,77m",rechts,3,20.03.2012,0.0,2012,28436,26
Nemanja Petrovic,Linksaußen,1997-10-15,"1,8m",rechts,1,17.04.2012,0.0,2012,28436,27
Filipe Parreiras,Linksaußen,1997-01-20,"1,80m", ,6,20.03.2012,0.0,2012,28436,27
Marco Le Rose,Mittelstürmer,1997-01-07,-, ,1,17.04.2012,0.0,2012,28436,27
Albian Ajeti,Mittelstürmer,1997-02-26,"1,81m",rechts,6,20.03.2012,0.0,2012,28436,27
Dimitri Oberlin,Mittelstürmer,1997-09-27,"1,82m",rechts,7,20.03.2012,0.0,2012,28436,27
Neftali Manzambi,Mittelstürmer,1997-04-23,"1,79m",rechts,2,17.04.2012,0.0,2012,28436,27
Boris Babic,Mittelstürmer,1997-11-10,"1,80m",rechts,2,21.03.2012,0.0,2012,28436,27
Joel Pereira,Torwart,1996-06-28,"1,89m",rechts,2,19.04.2011,0.0,2011,28436,28
Mateo Matic,Torwart,1996-01-07,"1,85m",rechts,1,20.04.2011,0.0,2011,28436,28
Sven Sokolovic,Torwart,1996-01-06,"1,80m",rechts,1,26.05.2011,0.0,2011,28436,28
Ljundrin Loga,Abwehr,1996-01-26,"1,68m", ,1,20.04.2011,0.0,2011,28436,28
Robin Gloor,Innenverteidiger,1996-12-15,-, ,3,19.04.2011,0.0,2011,28436,27
Marko Drakul,Innenverteidiger,1996-08-06,-, ,2,20.04.2011,0.0,2011,28436,28
Florian Baumgartner,Linker Verteidiger,1996-03-11,-, ,3,19.04.2011,0.0,2011,28436,28
Olivier Kleiner,Linker Verteidiger,1996-02-03,"1,75m",links,3,19.04.2011,0.0,2011,28436,28
Giovanni Giallongo,Linker Verteidiger,1996-03-20,"1,73m", ,2,20.04.2011,0.0,2011,28436,28
Marco Trachsel,Linker Verteidiger,1996-08-02,"1,80m", ,4,19.04.2011,0.0,2011,28436,28
Nils von Niederhäusern,Rechter Verteidiger,1996-01-10,"1,80m",rechts,1,19.04.2011,0.0,2011,28436,28
Nicolas Stettler,Rechter Verteidiger,1996-04-28,"1,76m",rechts,4,19.04.2011,0.0,2011,28436,28
Phi Nguyen,Defensives Mittelfeld,1996-07-03,"1,74m",rechts,3,19.04.2011,0.0,2011,28436,28
Deni Kadoic,Defensives Mittelfeld,1996-04-03,"1,85m",beidfüßig,2,24.05.2011,0.0,2011,28436,28
Shpetim Arifi,Defensives Mittelfeld,1996-11-07,-, ,1,19.04.2011,0.0,2011,28436,28
Robin Kamber,Defensives Mittelfeld,1996-02-15,"1,87m",rechts,4,19.04.2011,0.0,2011,28436,28
Meriton Bytyqi,Defensives Mittelfeld,1996-03-18,-,rechts,2,19.04.2011,0.0,2011,28436,28
Hannes Borter,Zentrales Mittelfeld,1996-02-09,-,rechts,2,24.05.2011,0.0,2011,28436,28
Anto Grgic,Zentrales Mittelfeld,1996-11-28,"1,89m",rechts,4,19.04.2011,0.0,2011,28436,27
Nicolas Haas,Zentrales Mittelfeld,1996-01-23,"1,78m",rechts,4,19.04.2011,0.0,2011,28436,28
Lumturim Selmani,Offensives Mittelfeld,1996-05-10,-, ,2,24.05.2011,0.0,2011,28436,28
Marsel Stevic,Offensives Mittelfeld,1996-02-22,-, ,1,20.04.2011,0.0,2011,28436,28
Kilian Pagliuca,Offensives Mittelfeld,1996-09-02,"1,88m",rechts,3,19.04.2011,0.0,2011,28436,28
João Oliveira,Linksaußen,1996-01-06,"1,77m",rechts,4,19.04.2011,0.0,2011,28436,28
Patrick Moren,Linksaußen,1996-04-07,-, ,2,19.04.2011,0.0,2011,28436,28
Gioele Cetrangolo,Linksaußen,1996-04-07,"1,68m",rechts,2,,0.0,2011,28436,28
Jolan Forestal,Rechtsaußen,1996-03-06,"1,77m",rechts,2,24.05.2011,0.0,2011,28436,28
Nicolas Hunziker,Mittelstürmer,1996-02-23,"1,80m",rechts,2,24.05.2011,0.0,2011,28436,28
Sladjan Stanojevic,Torwart,1981-03-08,"1,92m",links,1,13.05.2010,0.1,2010,28436,43
Sladan Stanojevic,Torwart,1995-01-06,-, ,2,13.05.2010,0.0,2010,28436,29
Novem Baumann,Torwart,1995-12-04,"1,85m", ,1,11.05.2010,0.0,2010,28436,28
Leonard Kiener,Torwart,1995-06-22,"1,85m", ,1,08.06.2010,0.0,2010,28436,29
Daniel Gharib,Abwehr,1995-02-21,-, ,3,11.05.2010,0.0,2010,28436,29
Pasquale Martino,Innenverteidiger,1995-04-13,"1,74m",rechts,4,11.05.2010,0.0,2010,28436,29
Gianni Kandiah,Linker Verteidiger,1995-02-24,"1,72m",links,3,11.05.2010,0.0,2010,28436,29
Lucas Thöni,Rechter Verteidiger,1995-01-25,"1,73m",rechts,2,13.05.2010,0.0,2010,28436,29
Daniel Garetto,Rechter Verteidiger,1995-02-19,"1,76m", ,2,08.06.2010,0.0,2010,28436,29
Ming-Yang Yang,Defensives Mittelfeld,1995-07-11,"1,75m",rechts,4,11.05.2010,0.0,2010,28436,29
Olivier Custodio,Defensives Mittelfeld,1995-02-10,"1,80m",rechts,4,11.05.2010,0.0,2010,28436,29
Nicola Padula,Mittelfeld,1995-02-24,"1,65m", ,2,13.05.2010,0.0,2010,28436,29
Gente Mazreku,Zentrales Mittelfeld,1995-01-21,-, ,4,11.05.2010,0.0,2010,28436,29
Christoph Stenz,Rechtes Mittelfeld,1995-10-09,-, ,2,11.05.2010,0.0,2010,28436,29
Flavio Gautreaux,Rechtes Mittelfeld,1995-05-03,"1,75m",rechts,3,13.05.2010,0.0,2010,28436,29
Valentin Hayoz,Linkes Mittelfeld,1995-02-10,"1,73m",links,4,11.05.2010,0.0,2010,28436,29
Diego Zoller,Offensives Mittelfeld,1995-01-10,"1,76m", ,4,11.05.2010,0.0,2010,28436,29
Grégory Karlen,Offensives Mittelfeld,1995-01-30,"1,87m",rechts,4,11.05.2010,0.0,2010,28436,29
Filip Zlatanov,Linksaußen,1995-03-17,"1,82m",rechts,1,11.05.2010,0.0,2010,28436,29
Shani Tarashaj,Hängende Spitze,1995-02-07,"1,76m",rechts,2,11.05.2010,0.0,2010,28436,29
Shpetim Sulejmani,Mittelstürmer,1995-06-02,"1,90m",rechts,4,11.05.2010,0.0,2010,28436,29
Omar Thali,Mittelstürmer,1995-02-22,"1,77m",rechts,4,11.05.2010,0.0,2010,28436,29
Signori Antonio,Torwart,1994-07-25,"1,87m",rechts,1,14.04.2009,0.0,2009,28436,30
Yvon Mvogo,Torwart,1994-06-06,"1,90m",rechts,1,16.04.2009,0.0,2009,28436,30
Olindo Regazzi,Innenverteidiger,1994-03-13,"1,80m",rechts,2,16.04.2009,0.05,2009,28436,30
Silvano Schäppi,Innenverteidiger,1994-02-05,"1,67m",links,1,12.05.2009,0.0,2009,28436,30
Martin Angha,Innenverteidiger,1994-01-22,"1,88m",beidfüßig,3,14.04.2009,0.0,2009,28436,30
Hidajet Kastrati,Innenverteidiger,1994-09-02,"1,80m",rechts,1,16.04.2009,0.0,2009,28436,30
Levent Gülen,Innenverteidiger,1994-02-24,"1,86m",rechts,2,14.04.2009,0.0,2009,28436,30
Endogan Adili,Linker Verteidiger,1994-08-03,"1,70m",links,4,,0.0,2009,28436,30
Scott Garcia,Rechter Verteidiger,1994-03-15,"1,78m", ,1,,0.0,2009,28436,30
Elias Kabamba,Rechter Verteidiger,1994-01-08,"1,83m",rechts,3,14.04.2009,0.0,2009,28436,30
Joel Untersee,Rechter Verteidiger,1994-02-11,"1,81m",rechts,4,14.04.2009,0.0,2009,28436,30
Florian Gudit,Defensives Mittelfeld,1994-01-18,"1,68m", ,3,14.04.2009,0.0,2009,28436,30
Thibault Corbaz,Defensives Mittelfeld,1994-01-07,"1,80m",rechts,1,16.04.2009,0.0,2009,28436,30
Abduljabbar Al Abbadie,Zentrales Mittelfeld,1994-07-21,"1,75m",rechts,4,14.04.2009,0.0,2009,28436,30
Thomas Sierro,Rechtes Mittelfeld,1994-02-11,"1,73m",rechts,2,14.04.2009,0.0,2009,28436,30
Roland Ndongo,Rechtes Mittelfeld,1994-10-11,"1,72m",rechts,4,14.04.2009,0.0,2009,28436,30
Thibault Constantin,Offensives Mittelfeld,1994-07-11,"1,75m",rechts,1,16.04.2009,0.0,2009,28436,30
